"Bacteria","Climate_Factor","NAME","Region","Climate_Zone_Majority","n_observations","effect","se","OR","CI_Lower","CI_Upper","Z_value","P_Value","Significance","Effect_Direction"
"CR-Kp","Relative Humidity","Egypt","Middle East and North Africa","Temperate Zone",2,-0.0314262174947414,0.0633643596837267,0.969062453671669,0.855884054406061,1.09720707411453,-0.495960468181175,0.619922302287909,"","Negative"
"3GCR-Ec","Relative Humidity","Estonia","Europe and Central Asia","Temperate Zone",19,1.0075211295398e-06,0.000186848600195133,1.00000100752164,0.999634850947896,1.00036729821499,0.00539217916798737,0.995697684341522,"","Positive"
"3GCR-Kp","Relative Humidity","Estonia","Europe and Central Asia","Temperate Zone",15,0.0355441227128806,0.0162690547125937,1.03618336634062,1.00366346963683,1.06975694658835,2.18476877365016,0.0289058046952526,"*","Positive"
"CR-Ec","Relative Humidity","Estonia","Europe and Central Asia","Temperate Zone",19,-2.07451607105647e-07,7.46815395265363e-05,0.999999792548414,0.999853427473723,1.00014617904898,-0.00277781642452528,0.997783626012481,"","Negative"
"CR-Kp","Relative Humidity","Estonia","Europe and Central Asia","Temperate Zone",13,0.00531869101342228,0.0108984604958956,1.00533286036012,0.984085700657206,1.0270387624217,0.488022231711105,0.625534094054887,"","Positive"
"CR-Pa","Relative Humidity","Estonia","Europe and Central Asia","Temperate Zone",12,-1.0101883601502e-07,5.63202510215727e-05,0.999999898981169,0.999889517392815,1.00011029275496,-0.00179365031552018,0.998568874873132,"","Negative"
"3GCR-Ec","Relative Humidity","Finland","Europe and Central Asia","Temperate Zone",19,1.58471990896955e-06,0.000272935270539234,1.00000158472116,0.999466773805297,1.00053668181234,0.00580621150882642,0.995367339509812,"","Positive"
"3GCR-Kp","Relative Humidity","Finland","Europe and Central Asia","Temperate Zone",15,0.0230499293198558,0.0199555957875104,1.02331763182506,0.984065284175686,1.06413567518666,1.15506094457385,0.248065470179831,"","Positive"
"CR-Ab","Relative Humidity","Finland","Europe and Central Asia","Temperate Zone",4,3.08897332636986e-07,0.000252534308387532,1.00000030889738,0.999505463976163,1.00049539881125,0.00122318957217868,0.999024036168795,"","Positive"
"CR-Ec","Relative Humidity","Finland","Europe and Central Asia","Temperate Zone",19,8.14521062686351e-08,7.90876763182101e-05,1.00000008145211,0.999845081607616,1.00015510532528,0.00102989631331324,0.999178261777647,"","Positive"
"CR-Kp","Relative Humidity","Finland","Europe and Central Asia","Temperate Zone",15,0.00762609725220362,0.0154767192105742,1.00765524999194,0.977547619800731,1.0386901694296,0.492746372693331,0.622191807062702,"","Positive"
"CR-Pa","Relative Humidity","Finland","Europe and Central Asia","Temperate Zone",16,-1.45842502916425e-07,7.33516190730189e-05,0.999999854157508,0.999856095339383,1.0001436336452,-0.00198826562739187,0.998413594598359,"","Negative"
"3GCR-Ec","Relative Humidity","France","Europe and Central Asia","Temperate Zone",18,2.88455050641684e-07,9.55417335250951e-05,1.00000028845509,0.999813044135768,1.00018756784141,0.00301915236409143,0.997591068601662,"","Positive"
"3GCR-Kp","Relative Humidity","France","Europe and Central Asia","Temperate Zone",15,0.0313295123097922,0.0136553883157121,1.03182544706208,1.00457538647355,1.05981469140135,2.29429669705869,0.0217734621750992,"*","Positive"
"CR-Ab","Relative Humidity","France","Europe and Central Asia","Temperate Zone",8,1.04460633076789e-07,7.86464053790398e-05,1.00000010446064,0.999845969370026,1.00015426331254,0.00132823150115172,0.998940224903668,"","Positive"
"CR-Ec","Relative Humidity","France","Europe and Central Asia","Temperate Zone",18,-4.99590917833716e-07,7.82590654349439e-05,0.999999500409207,0.999846124480882,1.00015289986533,-0.00638380889238987,0.994906492041638,"","Negative"
"CR-Kp","Relative Humidity","France","Europe and Central Asia","Temperate Zone",15,0.00212789137173151,0.00469432329836338,1.00213015693925,0.99295197237689,1.01139317850703,0.453290333129246,0.650339692794874,"","Positive"
"CR-Pa","Relative Humidity","France","Europe and Central Asia","Temperate Zone",16,-5.17109344824732e-08,5.31990129031808e-05,0.999999948289067,0.999895683665103,1.00010422378528,-0.000972028082110925,0.999224433922748,"","Negative"
"3GCR-Kp","Relative Humidity","Georgia","Europe and Central Asia","Temperate Zone",1,4.98139237766863e-05,0.0168455729689761,1.00004981516451,0.967569996302753,1.03361993099426,0.00295709287350611,0.997640584689981,"","Positive"
"CR-Ab","Relative Humidity","Georgia","Europe and Central Asia","Temperate Zone",1,-4.68696310978541e-08,7.03919804887183e-05,0.99999995313037,0.999861994372264,1.00013793092372,-0.000665837653273101,0.999468738455707,"","Negative"
"CR-Kp","Relative Humidity","Georgia","Europe and Central Asia","Temperate Zone",1,-0.000138686952872684,0.000359229217715827,0.999861322663718,0.999157578816537,1.00056556218387,-0.386068131524854,0.699446210996018,"","Negative"
"3GCR-Ec","Relative Humidity","Germany","Europe and Central Asia","Temperate Zone",20,5.45761624464935e-07,0.000131571320360682,1.00000054576177,0.999742699081278,1.00025845894429,0.00414802878749576,0.996690361363713,"","Positive"
"3GCR-Kp","Relative Humidity","Germany","Europe and Central Asia","Temperate Zone",15,0.033391425498605,0.0142770705827151,1.03395517646396,1.005423018776,1.06329702719368,2.33881490640182,0.0193450149152202,"*","Positive"
"CR-Ab","Relative Humidity","Germany","Europe and Central Asia","Temperate Zone",8,1.3570479981488e-07,0.00011202542740192,1.00000013570481,0.999780589941,1.00021972967954,0.00121137497943217,0.999033462842956,"","Positive"
"CR-Ec","Relative Humidity","Germany","Europe and Central Asia","Temperate Zone",19,-4.01053111512677e-07,7.67452508471182e-05,0.999999598946969,0.999849189628256,1.00015003089206,-0.00522577106838314,0.995830456923711,"","Negative"
"CR-Kp","Relative Humidity","Germany","Europe and Central Asia","Temperate Zone",15,0.00312777128704729,0.00688434012367702,1.00313266786746,0.989688001666603,1.01675997652628,0.454331312930062,0.649590381774557,"","Positive"
"CR-Pa","Relative Humidity","Germany","Europe and Central Asia","Temperate Zone",16,-6.603195086178e-08,5.31692093082428e-05,0.999999933968051,0.999895727754534,1.00010415104164,-0.00124192087339435,0.999009090764104,"","Negative"
"CR-Pa","Relative Humidity","Ghana","Sub-Saharan Africa","Tropical Zone",1,4.89972169449895e-09,6.27643167944608e-05,1.00000000489972,0.999876994404613,1.00012303052827,7.80654031580468e-05,0.999937712820151,"","Positive"
"3GCR-Ec","Relative Humidity","Greece","Europe and Central Asia","Temperate Zone",20,-1.271069417399e-06,0.000225657034949415,0.99999872893139,0.999556539499769,1.00044111398125,-0.00563274890890919,0.995505740376255,"","Negative"
"3GCR-Kp","Relative Humidity","Greece","Europe and Central Asia","Temperate Zone",15,-0.032035590657702,0.0218630371413385,0.968472112906347,0.927848194161692,1.01087466611357,-1.46528547020255,0.142843049006651,"","Negative"
"CR-Ab","Relative Humidity","Greece","Europe and Central Asia","Temperate Zone",8,-1.44712490407119e-07,0.000132755571902433,0.99999985528752,0.999739688253564,1.00026009002599,-0.0010900671688076,0.999130252408016,"","Negative"
"CR-Ec","Relative Humidity","Greece","Europe and Central Asia","Temperate Zone",20,-1.27555271661605e-07,0.000101304454442295,0.999999872444736,0.999801335450437,1.00019844886381,-0.0012591279659303,0.998995361501369,"","Negative"
"CR-Kp","Relative Humidity","Greece","Europe and Central Asia","Temperate Zone",15,-0.00479827221576877,0.0100194350927481,0.995213221102322,0.975859785782474,1.01495047740151,-0.47889648182278,0.6320122739417,"","Negative"
"CR-Pa","Relative Humidity","Greece","Europe and Central Asia","Temperate Zone",16,1.34242845447132e-07,7.83063559328394e-05,1.00000013424285,0.999846665542147,1.00015362649982,0.00171432885425377,0.998632164145046,"","Positive"
"3GCR-Ec","Relative Humidity","Hungary","Europe and Central Asia","Temperate Zone",19,-7.47121505940926e-07,0.000157257588477297,0.999999252878773,0.99969107573201,1.00030752502804,-0.00475094088097878,0.996209311882,"","Negative"
"3GCR-Kp","Relative Humidity","Hungary","Europe and Central Asia","Temperate Zone",15,-0.00636170789724722,0.0180255551997135,0.993658484923471,0.95916535353533,1.02939204488691,-0.352927154074475,0.724143053079548,"","Negative"
"CR-Ab","Relative Humidity","Hungary","Europe and Central Asia","Temperate Zone",8,-4.67498414426813e-08,8.26285147850443e-05,0.99999995325016,0.999838014482251,1.00016191824648,-0.000565783392867458,0.999548570190157,"","Negative"
"CR-Ec","Relative Humidity","Hungary","Europe and Central Asia","Temperate Zone",19,-3.8147915638362e-07,8.92730805252027e-05,0.999999618520916,0.999824658657105,1.00017460900105,-0.00427317119717768,0.996590513052308,"","Negative"
"CR-Kp","Relative Humidity","Hungary","Europe and Central Asia","Temperate Zone",15,-0.00239689000594466,0.00622366333113678,0.997605980241225,0.985510724520054,1.00984968204961,-0.385125267614189,0.70014460831476,"","Negative"
"CR-Pa","Relative Humidity","Hungary","Europe and Central Asia","Temperate Zone",16,3.35510234680131e-08,6.57348187166599e-05,1.00000003355102,0.999871201601565,1.00012888210029,0.000510399573970527,0.99959276007777,"","Positive"
"3GCR-Ec","Relative Humidity","Iceland","Europe and Central Asia","Temperate Zone",19,1.8606289497202e-06,0.000318080039669016,1.00000186063068,0.999378616889696,1.00062549304594,0.00584956211542326,0.995332751317496,"","Positive"
"3GCR-Kp","Relative Humidity","Iceland","Europe and Central Asia","Temperate Zone",1,0.0160948859166372,0.0210507717461504,1.01622510628225,0.97514936318604,1.05903106295866,0.764574625136034,0.444524883910347,"","Positive"
"CR-Ec","Relative Humidity","Iceland","Europe and Central Asia","Temperate Zone",10,2.02105753173816e-07,8.44279205489215e-05,1.00000020210577,0.999834737038905,1.00016569455586,0.00239382602176855,0.998090005000156,"","Positive"
"3GCR-Ec","Relative Humidity","India","South Asia","Tropical Zone",10,-1.27352964509373e-06,0.000221950153095395,0.999998726471166,0.999563799333473,1.00043384285302,-0.00573790838768363,0.995421836607777,"","Negative"
"3GCR-Kp","Relative Humidity","India","South Asia","Tropical Zone",10,-0.0373874980210497,0.0226015538792334,0.963302785094587,0.921560782529983,1.0069354874493,-1.65420033599556,0.0980868146265101,"","Negative"
"CR-Ab","Relative Humidity","India","South Asia","Tropical Zone",10,-2.92072322626491e-07,0.000212283644805,0.99999970792772,0.999583718652993,1.00041587032159,-0.00137585880859914,0.99890222384512,"","Negative"
"CR-Ec","Relative Humidity","India","South Asia","Tropical Zone",10,1.07562357955814e-07,0.000115072452748347,1.00000010756236,0.999774590963406,1.00022567503052,0.000934735945804885,0.999254188729021,"","Positive"
"CR-Kp","Relative Humidity","India","South Asia","Tropical Zone",10,-0.00612733268850596,0.0124476537906372,0.993891401132119,0.969936441247975,1.01843798751739,-0.492248000431596,0.622544035245241,"","Negative"
"CR-Pa","Relative Humidity","India","South Asia","Tropical Zone",7,3.20217881648166e-07,0.00013127828258771,1.00000032021793,0.999743047801882,1.00025765884009,0.00243922966797057,0.998053778237626,"","Positive"
"3GCR-Ec","Relative Humidity","Ireland","Europe and Central Asia","Temperate Zone",18,1.54527168944023e-06,0.000263997588622464,1.00000154527288,0.999484243046356,1.00051911523909,0.00585335531852179,0.995329724831121,"","Positive"
"3GCR-Kp","Relative Humidity","Ireland","Europe and Central Asia","Temperate Zone",15,0.0262328614871183,0.0195172178367682,1.02657997158155,0.9880510767324,1.06661129456752,1.34408816392358,0.178919879059665,"","Positive"
"CR-Ab","Relative Humidity","Ireland","Europe and Central Asia","Temperate Zone",7,2.85901779975117e-07,0.000231591083302296,1.00000028590182,0.999546470254229,1.0004543075915,0.00123451117330769,0.999015002844871,"","Positive"
"CR-Ec","Relative Humidity","Ireland","Europe and Central Asia","Temperate Zone",18,5.24558611191327e-08,7.71926199050907e-05,1.00000005245586,0.999848766357808,1.00015136144486,0.000679545028833428,0.999457801554853,"","Positive"
"CR-Kp","Relative Humidity","Ireland","Europe and Central Asia","Temperate Zone",14,0.00730104430294134,0.0147434494061432,1.00732776190946,0.978635409905728,1.03686133737106,0.495205979402566,0.620454730283603,"","Positive"
"CR-Pa","Relative Humidity","Ireland","Europe and Central Asia","Temperate Zone",15,-1.42463880251609e-07,6.9168347472087e-05,0.99999985753613,0.999864296783589,1.00013543666788,-0.00205966869902596,0.99835662330661,"","Negative"
"3GCR-Ec","Relative Humidity","Italy","Europe and Central Asia","Temperate Zone",18,-4.30803353428076e-07,0.00011542738865339,0.999999569196739,0.999773357202246,1.0002258323747,-0.00373224551342584,0.997022105841221,"","Negative"
"3GCR-Kp","Relative Humidity","Italy","Europe and Central Asia","Temperate Zone",15,0.0104976535424443,0.0156709157149309,1.01055294722265,0.979985658842459,1.0420736772277,0.669881309644357,0.502933455247586,"","Positive"
"CR-Ab","Relative Humidity","Italy","Europe and Central Asia","Temperate Zone",8,1.00664547209076e-08,6.54685349112929e-05,1.00000001006645,0.999871699969182,1.00012833662932,0.000153760195406041,0.999877317114503,"","Positive"
"CR-Ec","Relative Humidity","Italy","Europe and Central Asia","Temperate Zone",13,-5.05344024950971e-07,8.35336433183959e-05,0.999999494656103,0.99983578220029,1.00016323391809,-0.0060495867877426,0.995173157544569,"","Negative"
"CR-Kp","Relative Humidity","Italy","Europe and Central Asia","Temperate Zone",14,-0.000920270293999052,0.00372955409010678,0.999080153024842,0.991803579032298,1.00641011312144,-0.24675075672993,0.805101122609036,"","Negative"
"CR-Pa","Relative Humidity","Italy","Europe and Central Asia","Temperate Zone",15,-1.20021180954895e-08,5.99280813334678e-05,0.999999987997882,0.999882535857921,1.00011745393447,-0.000200275360539312,0.999840203382985,"","Negative"
"3GCR-Ec","Relative Humidity","Japan","East Asia and Pacific","Temperate Zone",1,2.57560420866804e-07,8.31208364489205e-05,1.00000025756045,0.999837353949284,1.00016318771353,0.00309862643195465,0.997527657766608,"","Positive"
"3GCR-Kp","Relative Humidity","Japan","East Asia and Pacific","Temperate Zone",1,0.0288644147801739,0.0134705323501308,1.0292850291769,1.00246520500712,1.05682238744653,2.14278203933742,0.0321306041700927,"*","Positive"
"CR-Ab","Relative Humidity","Japan","East Asia and Pacific","Temperate Zone",1,1.00050615119988e-07,7.02451286729307e-05,1.00000010005062,0.999862429062166,1.00013778999498,0.001424306809741,0.998863567970898,"","Positive"
"CR-Ec","Relative Humidity","Japan","East Asia and Pacific","Temperate Zone",1,-5.28305468739615e-07,7.84626964581885e-05,0.999999471694671,0.99984569671545,1.00015327032429,-0.00673320561983414,0.994627719784255,"","Negative"
"CR-Kp","Relative Humidity","Japan","East Asia and Pacific","Temperate Zone",1,0.0016846884504695,0.00339825829086191,1.0016861083353,0.995036461471848,1.00838019357375,0.495750559926452,0.620070410453224,"","Positive"
"3GCR-Kp","Relative Humidity","Kosovo","Europe and Central Asia","Temperate Zone",3,-0.0204376165670708,0.0203003484020708,0.979769815972677,0.941551436915011,1.01953951176199,-1.00676186251986,0.314049225808011,"","Negative"
"CR-Ab","Relative Humidity","Kosovo","Europe and Central Asia","Temperate Zone",4,-9.18745620552427e-08,0.000112686515733549,0.999999908125442,0.999779066963899,1.00022079806858,-0.000815311055250685,0.999349475968834,"","Negative"
"CR-Kp","Relative Humidity","Kosovo","Europe and Central Asia","Temperate Zone",3,-0.00298408024174481,0.0078477657697253,0.997020367700261,0.981801920606675,1.01247470874259,-0.380245834203748,0.70376293904003,"","Negative"
"3GCR-Ec","Relative Humidity","Latvia","Europe and Central Asia","Temperate Zone",14,9.29344957174925e-07,0.000174918970612556,1.00000092934539,0.999658146607748,1.00034382962322,0.00531300266586531,0.995760857145163,"","Positive"
"3GCR-Kp","Relative Humidity","Latvia","Europe and Central Asia","Temperate Zone",12,0.0357098635211418,0.0156117018118014,1.03635511844203,1.00512401104175,1.06855663552185,2.28737801628696,0.022173768318552,"*","Positive"
